id,type,name,yearpublished,minplayers,maxplayers,playingtime,minplaytime,maxplaytime,minage,users_rated,average_rating,bayes_average_rating,total_owners,total_traders,total_wanters,total_wishers,total_comments,total_weights,average_weight
35369,boardgame,Martian Fluxx,2009,2,6,30,30,30,8,716,6.24677,5.86385,1497,46,21,105,183,64,1.4375
72644,boardgame,Perplexus,2001,1,1,0,0,0,6,205,7.17317,5.86371,425,8,0,13,47,16,1.5625
124668,boardgame,The Dwarves,2012,2,5,90,60,90,10,255,6.9042,5.86353,453,6,28,155,67,19,2.5789
1927,boardgame,Munchkin,2001,3,6,90,90,90,10,21950,6.01888,5.8635,34654,1395,85,1016,5026,1870,1.7834
151151,boardgame,Epic Resort,2014,2,4,90,90,90,12,275,6.7947,5.86344,731,66,49,202,100,21,2.7619
123228,boardgame,Bling Bling Gemstone,2012,2,6,20,10,20,5,250,6.84492,5.86296,491,14,40,76,75,15,1.0667
3086,boardgame,The Omega Virus,1992,1,4,20,20,20,10,728,6.28669,5.86282,1267,106,59,147,318,77,1.8312
147623,boardgame,Friese's Landlord,2013,2,6,40,40,40,12,374,6.58412,5.86268,755,11,37,140,63,30,1.7333
144566,boardgame,Circus Train (Second edition),2013,1,5,90,90,90,13,177,7.34096,5.86261,365,15,122,231,76,15,2.4
23981,boardgame,Genesis,2006,2,4,45,45,45,10,407,6.47774,5.86258,462,49,21,77,204,60,2.0667
34659,boardgame,The Spanish Civil War 1936-1939,2010,1,2,360,360,360,0,167,7.4524,5.86251,631,16,40,111,78,39,3.0513
79067,boardgame,Hex Hex XL,2010,3,6,20,20,20,14,237,6.94478,5.86246,494,25,19,68,72,21,1.7619
10496,boardgame,Camelot Legends,2004,2,4,60,60,60,10,1081,6.16019,5.86188,1917,176,37,161,528,134,2.3284
110331,boardgame,Infarkt,2011,2,5,45,45,45,10,325,6.7956,5.86155,312,10,43,115,82,23,1.6957
1678,boardgame,Peloponnesian War,1991,1,2,120,120,120,12,346,6.66815,5.86123,935,30,119,233,163,60,3.0833
13454,boardgame,Playing With Pyramids,2002,2,8,0,0,0,8,152,7.56118,5.86113,449,9,18,36,100,16,2.3125
160561,boardgame,Versailles,2014,2,5,90,90,90,12,312,6.68905,5.86092,522,21,69,279,91,27,2.8148
34166,boardgame,Finito!,2008,2,4,20,20,20,8,581,6.27444,5.8604,492,4,46,89,211,77,1.1169
181304,boardgame,Mysterium,2015,2,7,42,42,42,10,133,7.9297,5.86017,215,3,317,1554,46,13,2.0769
24416,boardgame,Santy Anno,2006,3,8,30,30,30,10,485,6.37085,5.86011,648,21,18,71,143,55,1.4909
25491,boardgame,Alhambra: The Dice Game,2006,2,6,60,60,60,8,844,6.1733,5.85927,1137,46,44,116,308,109,1.7156
127312,boardgame,Enigma,2012,2,4,45,45,45,8,362,6.5418,5.85918,477,14,44,165,103,24,2.125
88016,boardgame,Briefcase,2012,2,4,60,45,60,12,456,6.42846,5.85904,890,81,48,226,158,45,2.4889
146,boardgame,Buy Low Sell High,1996,2,4,45,45,45,10,785,6.188,5.85877,1117,176,18,47,378,102,2
436,boardgame,Canyon,1997,3,6,45,45,45,10,657,6.24305,5.85874,832,46,30,47,261,68,1.5882
135877,boardgame,Fish Cook,2012,2,6,45,45,45,12,218,7.02982,5.85848,412,11,15,61,62,22,1.8182
67453,boardgame,Caveman Curling,2010,2,6,20,20,20,6,432,6.44528,5.85835,780,56,51,155,149,23,1.1739
127282,boardgame,Al Rashid,2012,2,5,100,100,100,13,274,6.84544,5.85826,357,20,41,145,109,20,3.5
159868,boardgame,Sellswords,2014,2,2,15,15,15,10,220,7.02377,5.85793,587,23,54,219,60,14,1.8571
153497,boardgame,This Town Ain't Big Enough for the 2-4 of Us,2014,2,4,15,15,15,8,661,6.23575,5.85785,2276,155,9,46,259,49,1.3061
117854,boardgame,Kosmonauts,2012,2,4,60,60,60,8,264,6.785,5.85767,342,18,37,106,81,30,2.2333
8273,boardgame,Alexandros,2003,2,4,45,45,45,10,806,6.18803,5.85754,1173,98,10,46,330,111,2.3423
6541,boardgame,Articulate!,1992,4,8,60,60,60,12,467,6.52666,5.85753,630,13,2,31,128,39,1.3846
144567,boardgame,For the Crown (Second edition),2012,2,2,60,60,60,13,130,7.81015,5.85732,319,7,77,227,49,11,3.2727
1942,boardgame,Foppen,1995,3,6,20,20,20,8,332,6.60557,5.85672,319,5,62,71,143,33,1.6667
11081,boardgame,Familienbande,2004,2,4,20,20,20,8,525,6.32415,5.85672,519,13,86,187,229,63,1.6508
82,boardgame,Bobby Lee,1993,2,2,240,240,240,12,260,6.86082,5.85659,692,55,31,65,167,44,2.9091
7103,boardgame,Ace of Aces: Flying Machines,1983,2,2,20,20,20,12,242,6.93119,5.85632,402,8,29,39,92,35,1.6286
19419,boardgame,Euphrates & Tigris: Contest of Kings,2005,2,4,45,45,45,12,1071,6.10622,5.85619,2133,215,26,103,495,153,2.7451
108161,boardgame,Aquileia,2011,3,5,90,90,90,12,290,6.86048,5.8559,395,25,8,60,90,31,2.9355
21358,boardgame,Savage Worlds,2003,2,10,240,240,240,0,114,8.14605,5.85581,260,2,9,22,46,15,2.8667
202,boardgame,Targui,1988,2,4,120,120,120,12,547,6.33325,5.85574,1023,64,16,38,127,58,2.3966
156442,boardgame,Asking for Trobils,2015,2,7,90,60,90,12,213,7.19474,5.85559,426,8,64,174,99,26,2.0769
174973,boardgame,Boss Monster 2: The Next Level,2015,2,4,30,20,30,13,229,7.06419,5.85525,1222,9,37,102,80,12,1.8333
90,boardgame,Star Wars: Episode 1  Clash of the Lightsabers,1999,2,2,20,20,20,8,503,6.32954,5.8549,864,98,19,44,227,57,1.4211
37296,boardgame,Yahtzee Free for All,2008,2,6,20,20,20,8,514,6.33858,5.8548,859,83,6,51,213,52,1.2115
82955,boardgame,1655: Habemus Papam,2010,3,4,30,30,30,10,360,6.55603,5.85476,501,22,15,56,121,37,2.1622
12355,boardgame,Fire and Fury,1990,2,12,180,180,180,12,145,7.5989,5.85459,219,2,7,13,52,22,3.1364
88406,boardgame,Astra Titanus,2010,1,1,60,60,60,10,182,7.27555,5.85457,405,10,70,246,96,31,2.0645
34,boardgame,Arkham Horror,1987,1,8,180,180,180,12,411,6.59094,5.85417,646,31,51,117,152,45,2.3111
63758,boardgame,Mr. Madison's War: The Incredible War of 1812,2012,2,2,150,150,150,14,159,7.50409,5.85414,591,19,40,108,93,33,2.6061
9021,boardgame,Sunken City,2004,2,4,45,45,45,8,790,6.18023,5.85411,1212,130,29,101,387,96,1.9896
2640,boardgame,Babylon 5 Collectible Card Game,1997,2,9,60,60,60,10,406,6.59017,5.85392,699,55,24,30,183,47,3.0638
153623,boardgame,Limes,2014,1,2,20,20,20,8,270,6.80369,5.8538,514,12,57,203,75,20,1.8
2316,boardgame,X-Bugs,2001,2,2,30,30,30,10,462,6.43237,5.85341,767,60,21,43,229,68,1.3529
63027,boardgame,Leviathans,2012,2,8,90,90,90,13,204,7.20711,5.85339,577,23,70,335,79,34,2.8824
94396,boardgame,It Never Snows,2012,2,2,0,0,0,14,143,7.5535,5.85337,625,11,41,123,78,28,2.5714
339,boardgame,Quiddler,1998,1,8,30,30,30,8,2011,6.02381,5.85331,3724,276,10,86,727,198,1.4545
85424,boardgame,La Bataille de la Moscowa (third edition),2011,2,8,1000,1000,1000,16,93,8.88799,5.85331,386,5,35,70,40,29,4.2759
1413,boardgame,Attack Sub,1991,2,2,30,30,30,12,392,6.52375,5.85326,785,47,28,72,181,58,2.3276
1379,boardgame,Ebbe & Flut,2000,1,2,20,20,20,10,426,6.44064,5.85318,838,33,14,48,153,38,1.8947
42328,boardgame,Pax Baltica,2009,2,2,180,180,180,12,168,7.4128,5.85303,557,14,44,133,82,39,3
144325,boardgame,Munchkin Legends,2013,3,6,120,60,120,0,327,6.78716,5.85286,1168,38,7,77,80,15,1.5333
129556,boardgame,Tapple,2012,2,10,30,30,30,8,345,6.5315,5.85244,750,20,23,108,94,18,1.0556
19624,boardgame,Freya's Folly,2005,3,5,50,50,50,10,301,6.67052,5.85208,415,40,28,58,129,50,2.42
72800,boardgame,RoadZters,2010,1,4,20,20,20,5,246,6.87919,5.85207,449,32,87,205,101,18,1.2778
1125,boardgame,Big Shot,2001,2,4,30,30,30,10,359,6.50708,5.85185,492,25,41,73,131,36,2.0278
2583,boardgame,18GA,1998,3,5,240,240,240,14,172,7.24593,5.85167,235,6,34,70,111,27,4.0741
8059,boardgame,Ideology: The War of Ideas,2003,2,5,90,90,90,12,797,6.22405,5.85084,1460,186,47,187,360,97,2.7526
6955,boardgame,Reiner Knizia's Decathlon,2003,1,4,45,45,45,10,754,6.1867,5.85062,718,2,10,102,343,102,1.1961
42560,boardgame,The Hell of Stalingrad,2009,1,4,90,90,90,10,224,7.0417,5.85044,443,30,38,131,115,31,2.6452
450,boardgame,Octi,1999,2,4,60,60,60,8,271,6.81804,5.85,497,30,22,66,124,19,3.4211
41658,boardgame,Adios Amigos,2009,2,4,15,15,15,8,542,6.30926,5.84973,780,58,9,52,139,58,1.1207
937,boardgame,1825 Unit 1,1995,2,5,180,180,180,14,246,6.80407,5.84967,418,5,62,92,121,23,3.6087
4050,boardgame,Fortress Europa,1978,2,2,240,240,240,12,430,6.50633,5.84932,1175,82,9,26,242,84,3.1667
124590,boardgame,Call to Glory,2012,2,4,30,30,30,8,320,6.61991,5.84921,384,13,32,112,87,30,1.5
75333,boardgame,Target Earth,2010,1,4,90,90,90,12,254,6.83701,5.84902,431,28,86,272,86,27,3
8138,boardgame,Kogge,2003,2,4,90,90,90,10,263,6.72154,5.84898,385,13,74,119,113,22,3.4091
145888,boardgame,CapCom Street Fighter Deck-Building Game,2014,2,5,45,45,45,15,274,6.75292,5.84828,535,27,27,68,65,27,2.1111
151,boardgame,Piratenbillard,1959,2,4,30,30,30,8,309,6.61149,5.84806,202,4,75,142,122,27,1.2593
68260,boardgame,FAB: Sicily,2011,2,2,240,240,240,12,147,7.53401,5.84803,657,31,28,54,78,33,3.0606
92363,boardgame,Amateurs to Arms!,2012,2,2,150,150,150,12,118,8.0411,5.84737,397,11,54,145,70,24,3.25
88594,boardgame,Eruption,2011,2,6,45,45,45,10,404,6.46307,5.84701,572,42,88,292,146,41,2
103651,boardgame,23,2011,2,4,25,25,25,8,353,6.5048,5.84682,416,13,27,66,129,39,1.2308
118385,boardgame,Pocket Battles: Macedonians vs. Persians,2012,2,2,30,30,30,13,222,6.96667,5.84673,718,27,49,123,71,35,1.9143
1681,boardgame,Tokyo Express,1988,1,2,180,180,180,12,223,6.98565,5.84665,858,30,80,163,140,49,3.9592
155702,boardgame,Quarriors! Light vs. Dark,2014,2,4,30,30,30,14,199,7.06269,5.84655,749,9,60,182,46,11,2.0909
17857,boardgame,18Scan,2005,2,4,180,180,180,12,155,7.36484,5.84648,154,2,53,68,72,21,3.6667
194,boardgame,Groo: The Game,1997,2,4,45,45,45,10,716,6.25763,5.8464,944,41,76,112,269,67,1.4925
146228,boardgame,1714: The Case of the Catalans,2014,2,5,120,120,120,12,130,7.88162,5.8454,213,8,28,95,50,27,2.7407
17923,boardgame,Anno Domini: Flopps,2001,2,8,45,45,45,10,207,6.99855,5.84535,373,4,3,7,34,23,1.4348
26983,boardgame,Dorn,2006,2,6,90,90,90,10,255,6.92671,5.84503,322,6,93,260,113,39,2.8718
1796,boardgame,Pampas Railroads,2001,3,6,120,120,120,12,187,7.09064,5.84495,275,17,47,63,88,28,3.3571
114438,boardgame,"But Wait, There's More!",2011,3,10,30,30,30,14,179,7.15503,5.84439,443,9,87,288,81,15,1.0667
26148,boardgame,Affentennis,2006,2,2,60,60,60,0,169,7.23367,5.84438,181,5,51,125,73,27,1.5926
719,boardgame,Tyranno Ex,1990,2,4,120,120,120,12,382,6.48853,5.84404,775,67,22,35,161,48,2.3542
3414,boardgame,Yom Kippur,1995,2,2,240,240,240,12,258,6.84225,5.84395,936,39,20,54,146,41,2.6585
22485,boardgame,Terra Prime,2009,2,5,60,60,60,10,432,6.39004,5.84385,800,112,42,155,246,65,2.5692
121423,boardgame,Skyline,2012,1,4,20,10,20,10,995,6.08852,5.84371,1491,109,30,122,286,99,1.303
2079,boardgame,NATO: The Next War in Europe,1983,2,2,240,240,240,12,417,6.47564,5.84346,1134,68,14,39,202,74,3.2297
5357,boardgame,Von Manstein's Backhand Blow,2002,1,2,120,120,120,12,200,7.15836,5.84328,564,28,35,63,102,37,3.1892
128921,boardgame,Rattus Cartus,2012,2,5,45,45,45,10,283,6.72898,5.84292,591,33,58,144,76,21,2.1429
30216,boardgame,The Great War in Europe: Deluxe Edition,2007,2,4,600,600,600,12,200,7.0755,5.84271,625,23,23,80,97,46,3.7391
668,boardgame,Sternenhimmel,1995,3,5,30,30,30,10,297,6.60435,5.84245,355,12,36,54,115,34,2.0882
95613,boardgame,Mammut,2011,2,5,30,30,30,8,368,6.45902,5.84238,1120,123,30,91,138,35,1.8286
34010,boardgame,Journey to the Center of the Earth,2008,2,4,60,60,60,10,513,6.30665,5.84221,875,73,25,83,197,58,2
9139,boardgame,Marco Polo Expedition,2004,2,5,45,45,45,8,682,6.19921,5.84214,829,66,17,47,287,79,1.8101
170216,boardgame,Blood Rage,2015,2,4,90,60,90,13,107,8.44178,5.84169,381,4,306,1321,111,10,3.1
17835,boardgame,Monsters Menace America,2005,2,4,90,90,90,12,2073,5.98253,5.84167,2981,249,84,227,884,313,1.8403
6738,boardgame,Quicksand,2003,2,5,20,20,20,12,962,6.09771,5.84167,1212,98,27,121,457,135,1.1704
38429,boardgame,Cornerstone,2008,1,4,45,45,45,0,172,7.26901,5.84135,132,1,84,221,73,25,1.72
126,boardgame,The Really Nasty Horse Racing Game,1987,2,6,90,90,90,12,579,6.37181,5.84105,821,58,44,83,247,72,1.7083
122913,boardgame,Samurai Battles,2012,2,0,60,60,60,10,150,7.585,5.841,642,19,117,370,94,22,2.9091
11274,boardgame,Devil's Horsemen,2004,2,2,240,240,240,12,168,7.35589,5.84064,903,42,24,40,96,36,3.4722
10934,boardgame,Things...,2002,4,15,45,45,45,0,961,6.16774,5.84009,1662,78,22,96,284,66,1.2576
3534,boardgame,Star Trader,1982,2,6,180,180,180,12,209,7.05933,5.83988,479,8,47,87,86,38,3.7105
86156,boardgame,Reverse Charades,2010,6,99,30,30,30,6,212,6.94835,5.83976,477,23,29,104,77,16,1.0625
29678,boardgame,Munchkin Quest,2008,2,4,180,180,180,12,2429,6.04125,5.83974,4881,309,56,418,530,185,2.5243
700,boardgame,Battle Masters,1992,2,2,60,60,60,9,1478,6.09548,5.83939,2602,194,65,168,629,153,1.915
534,boardgame,N.Y. Chase,1999,3,6,45,45,45,10,415,6.46254,5.83907,832,72,36,53,129,45,2.0222
140795,boardgame,Say Bye to the Villains,2012,3,8,45,45,45,14,319,6.56749,5.83873,697,38,27,139,108,27,2.0741
25685,boardgame,Blackbeard,2008,1,5,120,120,120,12,938,6.1124,5.83863,2166,226,44,315,501,171,3.3275
25775,boardgame,"Elusive Victory: The Air War over the Suez Canal, 1967-1973",2009,2,2,240,240,240,12,110,8.00527,5.8385,599,19,27,76,52,34,3.8235
10206,boardgame,Make 'n' Break,2004,2,4,30,30,30,8,713,6.17567,5.83774,1126,78,12,67,245,77,1.2987
2638,boardgame,Clash of Giants,2001,2,2,180,180,180,12,231,6.90131,5.83762,507,12,52,76,105,43,2.3023
150783,boardgame,Antidote,2013,2,7,30,20,30,13,284,6.71518,5.83752,645,21,14,77,83,27,1.6667
122943,boardgame,Scripts and Scribes: The Dice Game,2012,2,5,30,30,30,10,276,6.69476,5.83742,477,40,38,93,116,27,1.5556
66982,boardgame,Boomerang,2010,3,5,30,30,30,8,305,6.60148,5.83736,432,17,5,30,48,25,1.48
19765,boardgame,Deduce or Die,2003,3,6,90,90,90,9,163,7.2454,5.83726,134,1,18,107,90,17,2.8824
125996,boardgame,Mythic Battles,2012,2,4,45,45,45,14,196,7.16179,5.8372,615,50,56,252,71,32,2.9375
27266,boardgame,Silent Death: The Next Millennium Deluxe Edition,1995,2,8,120,120,120,10,146,7.43699,5.83711,402,19,14,38,56,19,2.9474
1309,boardgame,Die Magier von Pangea,2001,2,4,60,60,60,10,603,6.24866,5.83691,871,64,32,60,215,58,2.3448
118023,boardgame,Keltis: Das Wrfelspiel,2012,2,4,30,30,30,8,313,6.5674,5.83678,450,14,25,39,90,27,1.2593
32901,boardgame,Prawo Dungli,2007,2,100,10,10,10,8,303,6.71898,5.83672,320,1,0,5,36,28,1.4643
264,boardgame,Enemy in Sight,1988,2,8,120,120,120,10,573,6.24415,5.8363,1000,59,37,61,233,69,1.7246
2125,boardgame,Amazons,1992,2,2,30,30,30,12,191,7.16649,5.83615,125,0,17,81,104,22,2.9545
144388,boardgame,Elevenses,2013,2,4,30,30,30,10,402,6.43756,5.83569,961,28,22,96,153,45,1.4222
110102,boardgame,Siberia,2011,2,4,60,60,60,10,218,6.91564,5.83564,328,11,33,89,60,23,2.3478
162107,boardgame,Doodle City,2014,1,6,30,30,30,8,389,6.43226,5.83563,431,10,25,112,110,23,1.3913
13172,boardgame,Kung Fu Fighting,2004,2,6,30,30,30,10,909,6.1565,5.83532,1039,49,43,169,383,128,1.3047
316,boardgame,Chase,1986,2,2,45,45,45,10,253,6.84869,5.83523,399,26,23,113,160,36,2.6667
459,boardgame,Ausgebremst,1993,3,6,45,45,45,10,213,6.95108,5.83509,295,21,33,48,91,27,1.6296
54433,boardgame,Nanuk,2009,5,8,45,45,45,0,516,6.27846,5.8347,727,48,43,125,204,48,1.5625
49276,boardgame,Battle for Moscow (second edition),2009,2,2,50,50,50,12,222,6.8795,5.8347,660,21,10,65,122,34,1.5
61028,boardgame,D-Day Dice: Free Trial Version,2009,1,4,20,20,20,8,263,6.75156,5.83469,368,5,8,108,139,37,1.7838
137095,boardgame,The Witches: A Discworld Game,2013,1,4,90,90,90,13,825,6.13114,5.83468,1638,44,82,378,215,86,1.6744
138166,boardgame,Huida de Silver City,2013,1,4,120,120,120,12,222,7.18518,5.83461,254,4,6,48,44,24,2.4167
168839,boardgame,Die Kutschfahrt zur Teufelsburg,2006,3,10,30,30,30,12,268,6.73067,5.83453,730,26,4,34,97,26,2.0769
154510,boardgame,Shadows of Malice,2014,1,8,120,120,120,14,143,8.04161,5.83426,449,7,105,284,68,22,3.3636
3321,boardgame,Die Pyramiden des Jaguar,2002,2,2,45,45,45,10,738,6.14133,5.83424,1152,65,55,87,253,96,1.6979
28185,boardgame,The Kaiser's Pirates,2007,1,4,90,90,90,9,449,6.43982,5.83416,917,53,58,114,223,78,2.2308
3003,boardgame,Crash Tackle Rugby Board Game,2001,2,2,180,180,180,12,139,7.7759,5.83398,245,7,34,91,69,30,2.4333
23779,boardgame,Enemy Chocolatier,2006,2,6,60,60,60,10,292,6.65489,5.83395,623,21,39,94,156,54,2.0741
71593,boardgame,Charon Inc.,2010,2,5,60,60,60,13,429,6.36937,5.83392,693,66,15,88,158,29,2.3103
30024,boardgame,Kachina,2009,2,5,45,45,45,10,314,6.74064,5.8335,406,36,15,82,129,33,2.0606
13456,boardgame,Vampire: Prince of the City,2006,2,5,180,180,180,12,513,6.42476,5.83289,837,53,30,123,176,85,3.1176
32129,boardgame,Taktika,2007,2,2,20,20,20,0,178,7.15309,5.83288,190,3,163,331,106,17,1.4706
59149,boardgame,Bunny Bunny Moose Moose,2009,3,6,20,20,20,9,524,6.27414,5.83284,866,38,94,312,204,47,1.4681
6923,boardgame,BattleTech: CityTech,1986,2,6,90,90,90,12,277,6.70072,5.83283,687,35,7,13,77,31,3.3871
41934,boardgame,World at War: The Untold Stories,2010,2,2,60,60,60,0,117,8.07778,5.83273,313,6,35,93,49,25,2.8
344,boardgame,Members Only,1996,3,5,45,45,45,10,298,6.59152,5.83269,338,21,10,23,101,32,1.9688
160968,boardgame,Homeland: The Game,2015,3,6,90,90,90,14,216,6.9287,5.83261,392,11,68,193,75,21,2.619
4984,boardgame,Jutland,1967,2,2,120,120,120,12,354,6.57839,5.83254,907,44,22,50,177,79,2.9241
40761,boardgame,Montego Bay,2009,2,4,60,45,60,8,463,6.34557,5.83238,767,55,23,66,159,54,1.8333
1421,boardgame,Lost Worlds,1983,2,2,10,10,10,10,394,6.46449,5.83232,993,48,39,66,255,58,1.5862
104640,boardgame,Robin Hood,2011,3,5,50,50,50,14,173,7.25301,5.83229,255,10,58,139,44,17,1.4706
83629,boardgame,The Hobbit,2010,2,5,45,45,45,10,959,6.10007,5.83211,1862,106,33,167,269,104,1.7115
3095,boardgame,Star Trek: The Adventure Game,1985,1,2,180,180,180,10,238,6.82859,5.83188,618,25,79,163,125,28,2.1429
2580,boardgame,Persian Gulf: Battle for the Middle East,1986,2,2,300,300,300,12,159,7.42461,5.8318,458,7,40,69,53,26,3.4615
137237,boardgame,Bremerhaven,2013,2,4,120,60,120,12,317,6.56688,5.83177,531,29,51,188,94,37,3.1081
3586,boardgame,Sherlock,1999,2,5,20,20,20,5,446,6.35031,5.83171,799,41,17,68,241,63,1.0952
13403,boardgame,Three Battles of Manassas,2004,2,2,180,180,180,14,115,7.87412,5.83102,478,20,31,59,75,23,3.4348
104573,boardgame,Spectaculum,2012,2,4,30,30,30,8,347,6.47002,5.83072,486,40,33,116,114,33,1.7273
4453,boardgame,Statis Pro Basketball,1972,1,2,90,90,90,12,211,6.98948,5.83069,385,40,10,10,96,38,2.1316
3597,boardgame,Strat-O-Matic Hockey,1978,2,2,90,90,90,11,211,7.03505,5.83031,339,25,17,33,96,22,2.3182
31897,boardgame,Anno 1701: Das Brettspiel,2007,3,4,120,60,120,10,244,6.75553,5.82979,349,8,17,63,75,25,2.4
5677,boardgame,Arnhem,1976,2,2,90,90,90,12,182,7.20834,5.82964,388,14,16,23,115,35,2.3143
156373,boardgame,Chimera,2014,3,3,45,45,45,13,162,7.23765,5.82963,404,14,41,154,59,20,2.3
651,boardgame,Zero,1998,3,5,20,20,20,8,369,6.45856,5.82942,504,9,15,29,78,30,1.3333
54643,boardgame,Skyline 3000,2009,2,4,60,60,60,10,411,6.41041,5.82938,1129,146,21,97,184,40,2.325
8935,boardgame,Shazamm!,2003,2,2,30,30,30,10,538,6.27368,5.82925,915,121,20,114,243,54,1.9074
36597,boardgame,Serpents of the Seas,2010,1,4,150,150,150,0,124,7.71774,5.82902,682,16,48,110,63,24,3.0417
1799,boardgame,Warlord: Saga of the Storm,2001,2,4,10,10,10,10,330,6.71615,5.829,531,64,19,61,132,37,2.7297
54735,boardgame,Lemming Mafia,2009,3,6,20,20,20,8,638,6.19622,5.82891,834,30,17,90,164,54,1.4259
63975,boardgame,Level X,2010,2,4,20,20,20,8,378,6.39921,5.82873,385,3,33,65,120,40,1.15
27965,boardgame,"The Tide at Sunrise: The Russo-Japanese War, 1904-1905",2010,1,2,240,240,240,12,169,7.17781,5.82871,563,21,24,102,104,25,2.36
2063,boardgame,The Great Khan Game,1989,2,6,90,90,90,10,329,6.64858,5.82836,571,21,28,50,135,41,2.1463
146784,boardgame,Dark Gothic,2014,2,6,45,45,45,12,199,7.08344,5.82832,470,17,45,135,46,17,2.1765
87907,boardgame,1865: Sardinia,2011,2,4,240,240,240,14,125,7.7596,5.82832,195,5,37,64,45,15,3.7333
884,boardgame,Way Out West,2000,3,5,120,90,120,12,618,6.18419,5.82822,1044,74,38,92,297,75,2.6133
3573,boardgame,Napoleon at Waterloo,1971,2,2,30,30,30,10,342,6.55102,5.82803,745,20,11,52,218,55,1.9455
67178,boardgame,Water Lily,2010,2,4,20,20,20,7,294,6.57636,5.82801,389,19,16,58,94,28,1.2857
65313,boardgame,Napoleon's War:  The 100 Days,2010,1,2,60,60,60,8,149,7.41376,5.8277,335,27,32,93,67,39,2.359
17997,boardgame,Anno Domini: Sex & Crime,1998,2,8,45,45,45,10,211,6.89062,5.82764,395,6,1,4,28,24,1.4167
107148,boardgame,Wings of Glory: WW2 Starter Set,2012,2,4,45,45,45,8,155,7.46452,5.8273,367,17,30,126,42,17,2.7059
71668,boardgame,After Pablo,2010,2,4,120,120,120,17,137,7.46912,5.82716,127,2,52,126,65,16,3.5
7290,boardgame,Dynasty League Baseball,1985,1,2,45,45,45,11,155,7.46777,5.82715,230,18,17,25,78,23,2.4348
3608,boardgame,Air Force,1976,1,2,60,60,60,12,570,6.30196,5.82701,1293,104,12,22,271,93,3.2151
1690,boardgame,Unexploded Cow,2001,2,6,25,25,25,12,1203,6.06977,5.82693,2349,85,24,106,376,137,1.365
1203,boardgame,Witch Trial,2001,3,7,45,45,45,10,591,6.25943,5.82686,1076,45,23,53,227,64,1.6875
10662,boardgame,Victoria Cross,2004,2,2,120,120,120,12,186,7.03065,5.82661,359,26,37,86,112,30,2.3333
67919,boardgame,The Message,2009,3,9,30,30,30,15,229,6.89825,5.8263,396,2,5,32,46,23,2.3478
103339,boardgame,Reluctant Enemies,2014,2,2,750,750,750,0,99,8.14646,5.82627,688,7,32,101,68,18,3.3333
515,boardgame,6-Tage Rennen,1986,3,8,60,60,60,8,223,6.89974,5.82604,212,9,28,33,111,25,1.76
129090,boardgame,Roll For It!,2011,2,4,30,30,30,8,532,6.27268,5.82597,1183,20,29,127,162,57,1.0702
16373,boardgame,Techno Witches,2005,2,4,50,30,50,10,579,6.20949,5.82592,945,98,24,63,286,85,1.4706
173200,boardgame,Epic Spell Wars of the Battle Wizards: Rumble at Castle Tentakill,2015,2,6,45,30,45,15,187,7.0984,5.82567,631,8,48,167,34,11,1.4545
156840,boardgame,Clinic,2014,2,4,120,120,120,14,150,7.3107,5.82561,464,9,71,243,58,22,4.1818
120669,boardgame,No Retreat! The North African Front,2013,2,2,180,180,180,12,142,7.44901,5.82549,746,23,46,128,74,27,3.2222
160477,boardgame,Onitama,2014,2,2,10,10,10,8,133,7.46429,5.82546,135,2,153,691,62,13,1.8462
52568,boardgame,Mali Powstacy: Warszawa 1944,2009,2,4,30,30,30,8,268,6.68877,5.82542,324,14,44,136,70,28,2.0714
65936,boardgame,"The Blitzkrieg Legend: The Battle for France, 1940",2012,2,2,2880,2880,2880,14,97,8.19536,5.82483,588,10,40,84,50,24,3.875
393,boardgame,Dinosaurs of the Lost World,1987,1,4,90,90,90,8,352,6.5246,5.82466,564,26,67,108,179,41,1.9024
1708,boardgame,Stellar Conquest,1975,2,4,240,240,240,12,487,6.34657,5.82456,1150,67,34,86,203,71,3.169
126912,boardgame,Lady Alice,2012,3,5,30,30,30,8,355,6.45685,5.82412,642,26,40,146,95,30,1.9
110286,boardgame,Zong Shi,2012,3,5,90,60,90,13,262,6.67431,5.8241,472,40,27,107,102,29,2.5517
163931,boardgame,Grog Island,2014,2,4,75,40,75,10,299,6.56067,5.82392,395,19,61,243,102,37,2.1622
33732,boardgame,Tulipmania 1637,2009,3,5,60,60,60,0,622,6.20492,5.82391,790,60,50,159,249,69,2.4638
1152,boardgame,The Mystic Wood,1980,2,4,60,60,60,12,423,6.44148,5.8231,796,41,86,140,200,44,1.5
1992,boardgame,Stop Thief,1979,2,4,30,30,30,10,613,6.23613,5.82287,1077,110,28,65,241,72,1.7083
22497,boardgame,Straw,2006,2,6,30,30,30,8,713,6.15083,5.82267,1027,35,18,58,223,67,1.0448
4,boardgame,Tal der Knige,1992,2,4,60,60,60,12,298,6.60577,5.82265,479,27,72,114,106,30,2.6667
93541,boardgame,Urbania,2012,2,5,45,45,45,10,323,6.53889,5.82249,471,25,16,91,91,39,2.3846
130911,boardgame,Batman: Gotham City Strategy Game,2013,2,4,60,60,60,14,533,6.29765,5.82225,1031,102,58,291,177,40,2.275
93971,boardgame,Nile DeLuxor,2011,2,6,30,30,30,8,257,6.66362,5.82223,502,31,15,60,89,26,1.5769
